reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Qourqeena,NA,Al Tagtiah / التغطية,SY07,SY0703,SY070304,C4174,NA,CP001794,NA,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9300,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Dana,Qah (co),NA,Al Tawheed/ التوحيد,SY07,SY0703,SY070301,C4131,NA,CP000172,NA,camp,36.296273,36.725165,Multipurpose - One time,Earthquake,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,20250,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Dana,Qah (co),NA,اهل ترملا/Ahl Tarmala,SY07,SY0703,SY070301,C4131,NA,CP001189,NA,camp,36.296273,36.725165,Multipurpose - One time,Earthquake,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,25200,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Dana,Sarjableh,NA,NA,SY07,SY0703,SY070301,C7427,NA,NA,الفاروق / أفاميا - Al-Farooq / Apamea,camp,36.239619,36.717405,Multipurpose - One time,Earthquake,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,29100,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,مورك العز/Morek Al-Ezz,SY07,SY0703,SY070301,C4129,NA,CP000888,NA,camp,36.233725,36.762754,Multipurpose - One time,Earthquake,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,82800,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Rabeeta,NA,Al Rahhal / الرحال,SY07,SY0703,SY070304,C4168,NA,CP001422,NA,camp,36.157171,36.642391,Multipurpose - One time,Earthquake,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9300,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Dana,Hezreh - Hezri,NA,NA,SY07,SY0703,SY070301,C4120,NA,NA,قرية البركة-حزرة2/ Hezri2-Albaraka Village,camp,36.23259,36.789977,Multipurpose - One time,Earthquake,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,67800,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Htan,NA,NA,SY07,SY0703,SY070304,C4161,NA,NA,حاس / Has,camp,36.16935,36.594857,Multipurpose - One time,Earthquake,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,10650,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,NA,Maram Shekh Bahr / مرام الشيخ بحر,SY07,SY0700,SY070005,C6631,NA,CP001958,NA,camp,36.050467,36.564705,Multipurpose - One time,Earthquake,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,42000,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Harim,Armanaz,Kabta,NA,Kabtah  / كبته,SY07,SY0703,SY070305,C4185,NA,CP000743,NA,camp,35.982039,36.467615,Multipurpose - One time,Earthquake,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,10200,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Idleb,Bennsh,Foah,NA,NA,SY07,SY0700,SY070002,C3905,NA,NA,NA,village,35.982022,36.703584,Multipurpose - One time,Earthquake,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,120000,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
NA,CARE International,Planned,Idleb,Idleb,Maaret Tamsrin,Kafraya (Maaret Tamsrin),NA,NA,SY07,SY0700,SY070005,C3952,NA,NA,NA,village,35.989886,36.676891,Multipurpose - One time,Earthquake,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,60000,Other,2023-05-10,2023-06-15,NA,2023-05-31,VO,Violet Organization (VO),Cash Response,4ws
HIHFAD,WVI,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,Al nour,camp,NA,NA,Multipurpose - One time,Earthquake,95,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,TRY,2850,NA,1,19,150,14250,Blanket,2023-04-12,2023-04-12,NA,2023-04-30,HIHFAD,Hand in Hand For Syria (HIHFS),Cash Response,4ws
HIHFAD,WVI,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,Madaya/مدايا,camp,NA,NA,Multipurpose - One time,Earthquake,80,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,TRY,2850,NA,1,19,150,12000,Blanket,2023-04-12,2023-04-12,NA,2023-05-01,HIHFAD,Hand in Hand For Syria (HIHFS),Cash Response,4ws
HIHFAD,WVI,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,Iywa Sandanki/إيواء سنديانكة,camp,NA,NA,Multipurpose - One time,Earthquake,40,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,TRY,2850,NA,1,19,150,6000,Blanket,2023-04-13,2023-04-13,NA,2023-05-02,HIHFAD,Hand in Hand For Syria (HIHFS),Cash Response,4ws
HIHFAD,WVI,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,Al Rahman/الرحمن,camp,NA,NA,Multipurpose - One time,Earthquake,120,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,TRY,2850,NA,1,19,150,18000,Blanket,2023-04-13,2023-04-13,NA,2023-05-03,HIHFAD,Hand in Hand For Syria (HIHFS),Cash Response,4ws
HIHFAD,WVI,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIHFAD,Hand in Hand For Syria (HIHFS),Cash Response,4ws
Global Communities,BHA,Planned,Idleb,Ariha,NA,NA,NA,NA,SY07,SY0705,NA,NA,NA,NA,NA,NA,NA,NA,Food security,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,350,NA,1,1,350,0,Vulnerability-based,2023-05-15,2023-06-30,"Due to EQ that hit NWS and Turkye, GC and IP(IYD) will target 2000 HHs in Idlib area with MPCA during May 2023 as 1st round of 150$ per HH, then second and third rounds will be merged as 200 $ during June 2023. Those targeted BNFs will be graduated to the upcoming project- which will start in July- to be able to receive regular assistance( CVA and cash.",2023-05-31,GC,Global Communities (GC),Cash Response,4ws
Global Communities,BHA,Planned,Idleb,Idleb,NA,NA,NA,NA,SY07,SY0700,NA,NA,NA,NA,NA,NA,NA,NA,Food security,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,350,NA,1,1,350,0,Vulnerability-based,2023-05-15,2023-06-30,"Due to EQ that hit NWS and Turkye, GC and IP(IYD) will target 2000 HHs in Idlib area with MPCA during May 2023 as 1st round of 150$ per HH, then second and third rounds will be merged as 200 $ during June 2023. Those targeted BNFs will be graduated to the upcoming project- which will start in July- to be able to receive regular assistance( CVA and cash).",2023-05-31,GC,Global Communities (GC),Cash Response,4ws
Global Communities,BHA,Planned,Idleb,Harim,NA,NA,NA,NA,SY07,SY0703,NA,NA,NA,NA,NA,NA,NA,NA,Food security,Earthquake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,350,NA,1,1,350,0,Vulnerability-based,2023-05-15,2023-06-30,"Due to EQ that hit NWS and Turkye, GC and IP(IYD) will target 2000 HHs in Idlib area with MPCA during May 2023 as 1st round of 150$ per HH, then second and third rounds will be merged as 200 $ during June 2023. Those targeted BNFs will be graduated to the upcoming project- which will start in July- to be able to receive regular assistance( CVA and cash).",2023-05-31,GC,Global Communities (GC),Cash Response,4ws
NA,Sawsia Charity Foundation USA,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,NA,36.511094,36.865523,Multipurpose - Repeated,HRP,30,5,175,25,50,45,50,5,5,175,0,0,17,Yes,Yes,Unconditional,Cash - Unrestricted,Direct from organisation,NA,USD,NA,NA,1,NA,150,4500,Blanket,2023-04-13,2023-04-13,NA,2023-04-30,SDI,Social Development International (SDI),Cash Response,4ws
NA,Sawsia Charity Foundation USA,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - Repeated,HRP,120,15,670,90,170,200,210,15,10,670,0,0,60,Yes,Yes,Unconditional,Cash - Unrestricted,Direct from organisation,NA,USD,NA,NA,1,NA,150,18000,Blanket,2023-04-12,2023-04-12,NA,2023-04-30,SDI,Social Development International (SDI),Cash Response,4ws
NA,Sawsia Charity Foundation USA,Completed,Aleppo,Afrin,Jandairis,Tal Slur,NA,Deir Ballut/دير بلوط,SY02,SY0203,SY020302,C1433,NA,CP000637,NA,NA,NA,NA,Multipurpose - Repeated,Earthquake,20,5,130,25,30,35,30,5,5,130,0,0,8,Yes,Yes,Unconditional,Cash - Unrestricted,Direct from organisation,NA,USD,NA,NA,1,NA,150,3000,New IDPs,2023-04-19,2023-04-19,NA,2023-04-30,SDI,Social Development International (SDI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Dana,Tilaada,NA,"Al-Kawthar Shelter Center, next to Al-Salem camp",SY07,SY0703,SY070301,C4124,NA,CP002071,Al-Kawthar Tilaada (reception center),camp,36.251766,36.800669,Multipurpose - One time,Earthquake,162,31,787,112,121,273,273,4,4,787,0,0,19,No,787,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,24300,New IDPs,2023-03-05,2023-03-26,NA,2023-03-31,SI,Solidarités International (SI),Cash Response,4ws
NA,GIZ,Completed,Idleb,Harim,Dana,Atma,NA,If'al Watruk Athar,SY07,SY0703,SY070301,C4130,NA,NA,If'al Watruk Athar,camp,36.309771,36.689846,Multipurpose - One time,Earthquake,125,24,606,86,94,210,210,3,3,606,0,0,15,No,606,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,18750,New IDPs,2023-04-13,2023-04-13,NA,2023-04-30,SI,Solidarités International (SI),Cash Response,4ws
NA,GIZ,Completed,Idleb,Harim,Salqin,Salqin,NA,Al Fida Shelter Center Mall,SY07,SY0703,SY070302,C4140,NA,TEMP056,Al Feda'a (reception center),camp,36.139048,36.453694,Multipurpose - One time,Earthquake,96,19,466,66,72,162,162,2,2,466,0,0,11,No,466,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,14400,New IDPs,2023-04-16,2023-04-16,NA,2023-04-30,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Salqin,Salqin,NA,Al Fida Shelter Center Mall,SY07,SY0703,SY070302,C4140,NA,TEMP056,Al Feda'a (reception center),camp,36.139048,36.453694,Multipurpose - One time,Earthquake,53,11,257,37,40,89,89,1,1,257,0,0,6,No,257,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,7950,New IDPs,2023-05-03,2023-05-03,NA,2023-05-31,SI,Solidarités International (SI),Cash Response,4ws
NA,GIZ,Completed,Idleb,Harim,Salqin,Salqin,NA,Abu Talhah - Al nour,SY07,SY0703,SY070302,C4140,NA,TEMP012,Alnoor Salqin (reception center),camp,36.139048,36.453694,Multipurpose - One time,Earthquake,277,53,1343,191,207,466,466,6,7,1343,0,0,34,No,1343,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,41550,New IDPs,2023-04-12,2023-04-12,NA,2023-04-30,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Salqin,Azmarin,NA,Karm A lZaytoon,SY07,SY0703,SY070302,C4143,NA,TEMP013,Karm Al Zaitoun (reception center),camp,36.055985,36.401422,Multipurpose - One time,Earthquake,452,86,2191,312,338,760,760,10,11,2191,0,0,54,No,2191,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,67800,New IDPs,2023-03-08,2023-03-28,NA,2023-03-31,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Harim,Harim,NA,Al-A'dia RC,SY07,SY0703,SY070300,C4115,NA,NA,Al-A'dia RC,camp,36.212594,36.520746,Multipurpose - One time,Earthquake,77,15,375,53,58,130,130,2,2,375,0,0,9,No,375,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,11550,New IDPs,2023-03-13,2023-03-30,NA,2023-03-31,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Harim,Harim,NA,Omahat Al Moumenien/ امهات المؤمنين,SY07,SY0703,SY070300,C4115,NA,CP000210,Omhat Al-Mo'mineen,camp,36.212594,36.520746,Multipurpose - One time,Earthquake,62,12,301,43,47,104,104,1,2,301,0,0,8,No,301,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9300,New IDPs,2023-03-12,2023-03-30,NA,2023-03-31,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS,Completed,Idleb,Harim,Salqin,Azmarin,NA,Almalab,SY07,SY0703,SY070302,C4143,NA,TEMP009,Mal'ab Azmarin (reception center),camp,36.055985,36.401422,Multipurpose - One time,Earthquake,151,29,732,104,113,254,254,3,4,732,0,0,18,No,732,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,22650,New IDPs,2023-03-14,2023-03-29,NA,2023-03-31,SI,Solidarités International (SI),Cash Response,4ws
NA,CDCS & ECHO (Cofunding),Planned,Idleb,Harim,NA,NA,NA,NA,SY07,SY0703,NA,NA,NA,NA,NA,camp,NA,NA,Multipurpose - Repeated,Earthquake,740,141,3588,510,554,1245,1245,16,18,3588,0,0,89,No,3588,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,100,NA,NA,NA,NA,NA,Vulnerability-based,NA,NA,8 rounds of MPCA planned,NA,SI,Solidarités International (SI),Cash Response,4ws
NA,Fundraising,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - One time,HRP,350,26.25,1750,350,507.5,367.5,437.5,35,52.5,717.5,332.5,35,122.5,No,1750,Unconditional,Cash - Unrestricted,Direct from organisation,N/A,USD,150,NA,2.333333,1,349.99995,122499.9825,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ElafRD,Elaf for Relief and Development (ELAF),Cash Response,4ws
NA,Concern WW,Planned,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,NA,36.392488,36.689563,Multipurpose - One time,Earthquake,500,45,3000,600,870,630,750,60,90,1230,570,60,210,No,3000,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,150,NA,3.333333,1,499.99995,249999.975,New IDP returnees,2023-04-15,2023-06-15,NA,2023-04-30,ElafRD,Elaf for Relief and Development (ELAF),Cash Response,4ws
NA,Concern WW,Planned,Aleppo,Jebel Saman,Atareb,Batbu,NA,NA,SY02,SY0200,SY020001,C1025,NA,NA,NA,NA,36.133376,36.739787,Multipurpose - One time,Earthquake,100,9,600,120,174,126,150,12,18,246,114,12,42,No,600,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,150,NA,0.6666667,1,100.00000499999999,10000.000499999998,New IDP returnees,2023-04-15,2023-06-15,NA,2023-04-30,ElafRD,Elaf for Relief and Development (ELAF),Cash Response,4ws
NA,Uyad,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,NA,NA,NA,Multipurpose - One time,Earthquake,250,20,1550,325,435,339,376,30,45,645,285,0,85,No,1500,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,37500,New IDP returnees,2023-04-15,2023-06-15,NA,2023-04-30,ElafRD,Elaf for Relief and Development (ELAF),Cash Response,4ws
NA,Heroic hearts int.,Planned,Aleppo,Jebel Saman,Atareb,Batbu,NA,NA,SY02,SY0200,SY020001,C1025,NA,NA,NA,NA,NA,NA,Multipurpose - One time,Earthquake,100,9,600,120,174,126,150,12,18,246,114,12,42,No,600,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,150,NA,0.6666667,1,100.00000499999999,10000.000499999998,New IDP returnees,2023-04-15,2023-06-15,NA,2023-04-30,ElafRD,Elaf for Relief and Development (ELAF),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Al Bab,Al Bab,Bazagha,NA,NA,SY02,SY0202,SY020200,C1188,NA,NA,NA,NA,36.383375,37.5661,Multipurpose - Repeated,HRP,83,NA,283,NA,83,103,97,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,e-card,USD,97,NA,1,1,97,8051,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Al Bab,Al Bab,Qabasin,NA,NA,SY02,SY0202,SY020200,C1209,NA,NA,NA,NA,36.433731,37.566282,Multipurpose - Repeated,HRP,68,NA,268,NA,68,100,100,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,e-card,USD,117,NA,1,1,117,7956,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,36.369722,37.514925,Multipurpose - Repeated,HRP,102,NA,402,NA,102,159,141,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,e-card,USD,117,NA,1,1,117,11934,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Afrin,Raju,Raju,NA,NA,SY02,SY0203,SY020303,C1484,NA,NA,NA,NA,36.676969,36.664519,Multipurpose - Repeated,HRP,37,NA,137,NA,37,49,51,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,108,NA,1,1,108,3996,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,NA,36.392488,36.689563,Multipurpose - Repeated,HRP,37,NA,137,NA,37,51,49,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,108,NA,1,1,108,3996,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,NA,36.511094,36.865523,Multipurpose - Repeated,HRP,160,NA,660,NA,160,216,284,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,125,NA,1,1,125,20000,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,A'zaz,Mare',Mare',NA,NA,SY02,SY0204,SY020403,C1643,NA,NA,NA,NA,36.482688,37.196486,Multipurpose - Repeated,HRP,25,NA,71,NA,25,20,26,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,74,NA,1,1,74,1850,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,A'zaz,Aghtrin,Akhtrein,NA,NA,SY02,SY0204,SY020401,C1581,NA,NA,NA,NA,36.509566,37.335908,Multipurpose - Repeated,HRP,26,NA,70,NA,26,23,21,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,68,NA,1,1,68,1768,Vulnerability-based,0016-01-20,0022-01-20,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - Repeated,HRP,160,NA,570,NA,160,191,219,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,103,NA,1,1,103,16480,Vulnerability-based,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - Repeated,HRP,164,NA,464,NA,164,159,141,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,73,NA,1,1,73,11972,Vulnerability-based,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - Repeated,HRP,313,NA,1198,NA,313,470,415,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,e-voucher,USD,113,NA,1,1,113,35369,Vulnerability-based,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,36.369722,37.514925,Multipurpose - Repeated,HRP,19,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Conditional - Cash For Work,Cash - Unrestricted,Local money trader,N/A,USD,100,NA,1,1,100,1900,Other,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,NA,36.511094,36.865523,Multipurpose - Repeated,HRP,18,18,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Conditional - Cash For Work,Cash - Unrestricted,Local money trader,N/A,USD,100,NA,1,1,100,1800,Other,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - Repeated,HRP,19,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Conditional - Cash For Work,Cash - Unrestricted,Local money trader,N/A,USD,100,NA,1,1,100,1900,Other,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
NA,Mercy Without Limits (MWL),Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - Repeated,HRP,19,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Conditional - Cash For Work,Cash - Unrestricted,Local money trader,N/A,USD,100,NA,1,1,100,1900,Other,NA,NA,NA,2023-01-31,MWL,Mercy without Limits (MWL),Cash Response,4ws
